team_id,player_id,player_name,player_position,player_country
1771,97509,Rafael Santos,Defender,Brazil
1771,115629,Weverton,Defender,Brazil
1771,122354,Jonathan Monteiro,Defender,Brazil
1771,128056,EDU,Defender,Brazil
1771,1083,Jádson,Midfielder,Brazil
1771,1219,Ezequiel,Midfielder,Brazil
1771,1243,Henrique,Midfielder,Brazil
1771,1245,Ariel Cabral,Midfielder,Argentina
1771,1247,Robinho,Midfielder,Brazil
1771,1249,Thiago Neves,Midfielder,Brazil
1771,1251,David,Midfielder,Brazil
1771,1444,Rodriguinho,Midfielder,Brazil
1771,81440,Éderson,Midfielder,Brazil
1771,97511,Michel,Midfielder,Brazil
1771,99343,Jadson,Midfielder,Brazil
1771,119594,Mauricio,Midfielder,Brazil
1771,122355,Marco Antônio,Midfielder,Brazil
1771,1258,Sassá,Attacker,Brazil
1771,1259,Fred,Attacker,Brazil
1771,1455,Marquinhos Gabriel,Attacker,Brazil
1771,16154,Pedro Rocha,Attacker,Brazil
1771,45354,Joël Tagueu,Attacker,Cameroon
1771,113933,Vinícius Popó,Attacker,Brazil
1771,122353,Adriano,Attacker,Brazil
1771,129463,Welinton,Attacker,Brazil
1771,11159,Abel Braga,None,Brazil
1771,11207,Sidnei Lobo,None,Brazil
1771,122358,Romulo,None,Brazil
1771,125809,Ricardo Alves Resende,None,Brazil
1772,1260,Elias,Goalkeeper,Brazil
1772,1261,Tiepo,Goalkeeper,Brazil
1772,1631,João Ricardo,Goalkeeper,Brazil
1772,13642,Vágner,Goalkeeper,Brazil
1772,1068,Gum,Defender,Brazil
1772,1265,Hiago,Defender,Brazil
1772,1271,Douglas,Defender,Brazil
1772,1272,Bruno Pacheco,Defender,Brazil
1772,1273,Eduardo,Defender,Brazil
1772,1699,Rafael Pereira,Defender,Brazil
1772,12564,Renato,Defender,Brazil
1772,13412,Caíque Sá,Defender,Brazil
1772,13652,Roberto,Defender,Brazil
1772,30050,Maurício Ramos,Defender,Brazil
1772,111023,Tharlis,Defender,Brazil
1772,1279,Amaral,Midfielder,Brazil
1772,1284,Elicarlos,Midfielder,Brazil
1772,1285,Márcio Araújo,Midfielder,Brazil
1772,1321,Gabriel Calabres,Midfielder,Brazil
1772,1581,Camilo,Midfielder,Brazil
1772,15453,Gustavo Campanharo,Midfielder,Brazil
1772,23381,Diego Torres,Midfielder,Argentina
1772,23989,Yann,Midfielder,Brazil
1772,79819,Ronei,Midfielder,Brazil
1772,81009,Augusto,Midfielder,Brazil
1772,115591,Régis,Midfielder,Brazil
1772,115592,Vini Locatelli,Midfielder,Brazil
1772,1323,Arthur Gomes,Attacker,Brazil
1772,1658,Aylon,Attacker,Brazil
1772,12837,Renato Kayzer,Attacker,Brazil
1772,13692,Dalberto,Attacker,Brazil
1772,18621,Bryan,Attacker,Brazil
1772,30193,Henrique Almeida,Attacker,Brazil
1772,39954,Everaldo,Attacker,Brazil
1772,45185,Victor Andrade,Attacker,Brazil
1772,94910,Thiago Santos,Attacker,Brazil
1772,13713,Marquinhos Santos,None,Brazil
1772,115323,Emerson Cris,None,Brazil
1775,1297,Vladimir,Goalkeeper,Brazil
1775,12534,Léo Lopes,Goalkeeper,Brazil
1775,12539,Cláudio Vitor,Goalkeeper,Brazil
1775,13329,Lucas Frigeri,Goalkeeper,Brazil
1775,19073,Gledson,Goalkeeper,Brazil
1775,1075,Léo Morais,Defender,Brazil
1775,12548,Betão,Defender,Brazil
1775,12565,Matheus Barbosa,Defender,Brazil
1775,12566,Gustavo,Defender,Brazil
1775,13062,Marquinhos Silva,Defender,Brazil
1775,13336,Paulinho Oliveira,Defender,Brazil
1775,13407,Alex Silva,Defender,Brazil
1775,18211,Igor Fernandes,Defender,Brazil
1775,61426,Ricardo,Defender,Brazil
1775,80802,Eduardo Kunde,Defender,Brazil
1775,115560,Nuno,Defender,Brazil
1775,117734,Luanderson,Defender,Brazil
1775,130045,Zé Marcos,Defender,Brazil
1775,12575,Luan Pereira,Midfielder,Brazil
1775,12581,Pedro Castro,Midfielder,Brazil
1775,12583,Marcinho,Midfielder,Brazil
1775,12811,João Paulo,Midfielder,Brazil
1775,13107,Gustavo Ferrareis,Midfielder,Brazil
1775,18552,Iury,Midfielder,Brazil
1775,22168,Jonny Mosquera,Midfielder,Colombia
1775,29842,Gegê,Midfielder,Brazil
1775,48609,Julinho,Midfielder,Brazil
1775,72756,Richard Franco,Midfielder,Paraguay
1775,72762,Douglas,Midfielder,Brazil
1775,74729,Caio Paulista,Midfielder,Brazil
1775,115595,Wesley,Midfielder,Brazil
1775,115596,Falcão,Midfielder,Brazil
1775,115597,Dudu,Midfielder,Brazil
1775,1225,Brenner,Attacker,Brazil
1775,1459,Matheus Ferreira,Attacker,Brazil
1775,12585,Lourenço,Attacker,Brazil
1775,18162,Daniel Amorim,Attacker,Brazil
1775,18541,Gabriel Lima,Attacker,Brazil
1775,18658,Bruno Savio,Attacker,Brazil
1775,30190,Jones Carioca,Attacker,Brazil
1775,114380,Feliciano Brizuela,Attacker,Paraguay
1775,128784,Jonathan,Attacker,Brazil
1775,11183,Alberto Valentim,None,Brazil
1776,1331,Lucas Perri,Goalkeeper,Brazil
1776,1333,Jean,Goalkeeper,Brazil
1776,39920,Tiago Volpi,Goalkeeper,Brazil
1776,98908,Lucas,Goalkeeper,Brazil
1776,103134,Dênis,Goalkeeper,Brazil
1776,123,Juanfran,Defender,Spain
1776,1172,Tchê Tchê,Defender,Brazil
1776,1338,Robert Arboleda,Defender,Ecuador
1776,1339,Bruno Alves,Defender,Brazil
1776,1340,Reinaldo,Defender,Brazil
1776,1341,Anderson Martins,Defender,Brazil
1776,1802,Bruno Peres,Defender,Brazil
1776,3223,Dani Alves,Defender,Brazil
1776,12616,Igor Vinícius,Defender,Brazil
1776,73058,Luan,Defender,Brazil
1776,118161,Walce Costa,Defender,Brazil
1776,129392,Gabriel,Defender,Brazil
1776,1079,Marcos Calazans,Midfielder,Brazil
1776,1255,Raniel,Midfielder,Brazil
1776,1313,Vitor,Midfielder,Brazil
1776,1349,Jucilei,Midfielder,Brazil
1776,1355,Húdson,Midfielder,Brazil
1776,1357,Helio Junio,Midfielder,Brazil
1776,1358,Éverton,Midfielder,Brazil
1776,1386,Léo,Midfielder,Brazil
1776,1678,Pablo Felipe,Midfielder,Brazil
1776,21768,Hernanes,Midfielder,Brazil
1776,46134,João Rojas,Midfielder,Ecuador
1776,82534,Igor Gomes,Midfielder,Brazil
1776,113415,Jonas,Midfielder,Brazil
1776,129390,Diego,Midfielder,Brazil
1776,1362,Liziero,Attacker,Brazil
1776,21922,Alexandre Pato,Attacker,Brazil
1776,72764,Gonzalo Carneiro Méndez,Attacker,Uruguay
1776,97085,Antony,Attacker,Brazil
1776,103135,Biro Biro,Attacker,Brazil
1776,129391,Fabinho,Attacker,Brazil
1776,11165,Fernando Diniz,None,Brazil
1777,1365,Anderson,Goalkeeper,Brazil
1777,1366,Douglas,Goalkeeper,Brazil
1777,1395,Fernando Augusto,Goalkeeper,Brazil
1777,111297,Fabrício,Goalkeeper,Brazil
1777,1175,Juninho,Defender,Brazil
1777,1207,Moisés,Defender,Brazil
1777,1236,Ezequiel,Defender,Brazil
1777,1368,Lucas Fonseca,Defender,Brazil
1777,1372,Nino Paraíba,Defender,Brazil
1777,1412,Ernando,Defender,Brazil
1777,1640,Giovanni,Defender,Brazil
1777,1669,Wanderson,Defender,Brazil
1777,13338,Xandão,Defender,Brazil
1777,19262,Mayk,Defender,Brazil
1777,97470,Ignácio,Defender,Brazil
1777,103136,Douglas Borel,Defender,Brazil
1777,111298,Jaques,Defender,Brazil
1777,1185,Alejandro Guerra,Midfielder,Venezuela
1777,1348,Shaylon,Midfielder,Brazil
1777,1378,Marco Antônio,Midfielder,Brazil
1777,1382,Elton,Midfielder,Brazil
1777,1384,Gregore,Midfielder,Brazil
1777,1385,Élber,Midfielder,Brazil
1777,1387,João Pedro,Midfielder,Brazil
1777,1389,Flávio,Midfielder,Brazil
1777,1550,Ronaldo,Midfielder,Brazil
1777,13262,Fernando Madeiros,Midfielder,Brazil
1777,43965,Willean Lepo,Midfielder,Brazil
1777,103884,Caíque,Midfielder,Brazil
1777,111299,Max,Midfielder,Brazil
1777,111300,Caio Mello,Midfielder,Brazil
1777,111301,Dimitri,Midfielder,Brazil
1777,121854,Edson,Midfielder,Brazil
1777,1288,Arthur Caíke,Attacker,Brazil
1777,1394,Felipinho,Attacker,Brazil
1777,1424,Rogério,Attacker,Brazil
1777,1594,Lucca,Attacker,Brazil
1777,30630,Fernandão,Attacker,Brazil
1777,38734,Gilberto,Attacker,Brazil
1777,43964,Fernandinho,Attacker,Brazil
1777,44987,Geovane Itinga,Attacker,Brazil
1777,111302,Uéslei Júnior,Attacker,Brazil
1777,117611,Gabriel Esteves,Attacker,Brazil
1777,118005,Artur,Attacker,Brazil
1777,11184,Roger Machado,None,Brazil
1779,1431,Cássio,Goalkeeper,Brazil
1779,1432,Walter,Goalkeeper,Brazil
1779,1433,Caíque,Goalkeeper,Brazil
1779,82781,Filipe,Goalkeeper,Brazil
1779,1235,Manoel,Defender,Brazil
1779,1434,Fágner,Defender,Brazil
1779,1441,Marllon,Defender,Brazil
1779,3136,Míchel,Defender,Brazil
1779,8589,Danilo Avelar,Defender,Brazil
1779,11224,Carlos,Defender,Brazil
1779,21854,Gil,Defender,Brazil
1779,28755,Bruno Méndez,Defender,Uruguay
1779,117822,Lucas Piton,Defender,Brazil
1779,1078,Junior Sornoza,Midfielder,Ecuador
1779,1146,Ramiro,Midfielder,Brazil
1779,1383,Régis,Midfielder,Brazil
1779,1443,Jádson,Midfielder,Brazil
1779,1445,Gabriel,Midfielder,Brazil
1779,1448,Pedrinho,Midfielder,Brazil
1779,1449,Clayson,Midfielder,Brazil
1779,1450,Renê Júnior,Midfielder,Brazil
1779,1452,Mateus Vital,Midfielder,Brazil
1779,1453,Ralf,Midfielder,Brazil
1779,13604,Everaldo,Midfielder,Brazil
1779,21420,Júnior Urso,Midfielder,Brazil
1779,23812,Ángelo Araos,Midfielder,Chile
1779,48589,Matheus Jesus,Midfielder,Brazil
1779,12705,Gustavo,Attacker,Brazil
1779,15957,Vágner Love,Attacker,Brazil
1779,39432,Mauro Boselli,Attacker,Argentina
1779,61015,Janderson,Attacker,Brazil
1779,11160,Fábio Carille,None,Brazil
1779,118086,João Victor,None,Brazil
1780,1332,Sidão,Goalkeeper,Brazil
1780,1463,João Pedro,Goalkeeper,Brazil
1780,1494,Fernando Miguel,Goalkeeper,Brazil
1780,117821,Alexander,Goalkeeper,Brazil
1780,128746,Lucão,Goalkeeper,Brazil
1780,1403,Oswaldo Henríquez,Defender,Colombia
1780,1411,Cláudio Winck,Defender,Brazil
1780,1464,Henrique,Defender,Brazil
1780,1469,Breno,Defender,Brazil
1780,1471,Ramon,Defender,Brazil
1780,1472,Ricardo,Defender,Brazil
1780,1477,Werley,Defender,Brazil
1780,1904,Leandro Castán,Defender,Brazil
1780,11228,Miranda,Defender,Brazil
1780,11229,Rodrigo Fernandes,Defender,Brazil
1780,12621,Danilo Barcelos,Defender,Brazil
1780,103139,Raúl Cáceres,Defender,Paraguay
1780,118815,Vanderlei Luxemburgo,Defender,Brazil
1780,119755,Ulisses,Defender,Brazil
1780,1417,Fellipe Bastos,Midfielder,Brazil
1780,1478,Andrey,Midfielder,Brazil
1780,1710,Raul,Midfielder,Brazil
1780,15883,Bruno César,Midfielder,Brazil
1780,18278,Marcos Júnior,Midfielder,Brazil
1780,45086,Rafael França,Midfielder,Brazil
1780,49509,Dudu,Midfielder,Brazil
1780,95983,Bruno Ritter,Midfielder,Brazil
1780,103624,Felipe Ferreira,Midfielder,Brazil
1780,113932,Marquinho,Midfielder,Brazil
1780,118010,Caio Lopes,Midfielder,Brazil
1780,129365,Gabriel Chaves,Midfielder,Brazil
1780,129367,Bruno Gomes,Midfielder,Brazil
1780,1091,Richard,Attacker,Brazil
1780,1124,Clayton,Attacker,Brazil
1780,1364,Valdívia,Attacker,Brazil
1780,1465,Yago Pikachu,Attacker,Brazil
1780,1593,Rossi,Attacker,Brazil
1780,1690,Ribamar,Attacker,Brazil
1780,11230,Moresche,Attacker,Brazil
1780,32181,Vinícius Araújo,Attacker,Brazil
1780,73233,Marrony,Attacker,Brazil
1780,114381,Tiago Reis,Attacker,Brazil
1780,119383,Talles Magno,Attacker,Brazil
1780,123255,Vinícius Paiva,Attacker,Brazil
1780,129366,Kaio Magno,Attacker,Brazil
1780,117823,Marcos Valadares,None,Brazil
1780,128747,Alexandre Melo,None,Brazil
1783,1528,Gabriel Batista,Goalkeeper,Brazil
1783,1529,Diego Alves,Goalkeeper,Brazil
1783,1530,César,Goalkeeper,Brazil
1783,11242,Yago,Goalkeeper,Brazil
1783,117,Filipe Luis,Defender,Brazil
1783,348,Rafinha,Defender,Brazil
1783,1343,Rodrigo Caio,Defender,Brazil
1783,1533,Juan,Defender,Brazil
1783,1536,Rhodolfo,Defender,Brazil
1783,1537,Thuler,Defender,Brazil
1783,7647,Pablo Marí,Defender,Spain
1783,45035,Dantas,Defender,Brazil
1783,76893,Rafael Santos,Defender,Brazil
1783,119621,João Lucas,Defender,Brazil
1783,1539,Rodinei,Midfielder,Brazil
1783,1540,Willian Arão,Midfielder,Brazil
1783,1544,Diego,Midfielder,Brazil
1783,1546,Renê,Midfielder,Brazil
1783,1548,Everton Ribeiro,Midfielder,Brazil
1783,1550,Ronaldo,Midfielder,Brazil
1783,1815,Gerson,Midfielder,Brazil
1783,46059,Robert Piris,Midfielder,Paraguay
1783,98856,João Pedro Pepê,Midfielder,Brazil
1783,103153,Hugo Moura,Midfielder,Brazil
1783,115078,Vinicius Souza,Midfielder,Brazil
1783,115185,Yuri,Midfielder,Brazil
1783,123350,Reinier,Midfielder,Brazil
1783,1244,Giorgian De Arrascaeta,Attacker,Uruguay
1783,1317,Bruno Henrique,Attacker,Brazil
1783,1327,Gabriel Barbosa,Attacker,Brazil
1783,1555,Orlando Berrío,Attacker,Colombia
1783,1557,Lincoln,Attacker,Brazil
1783,15795,Vitinho,Attacker,Brazil
1783,103154,Vitor Gabriel,Attacker,Brazil
1783,110878,Lucas Silva,Attacker,Brazil
1783,15897,Jorge Jesus,None,Portugal
1783,115186,Leomir,None,Brazil
1837,1232,Lucas França,Goalkeeper,Brazil
1837,1595,Richard,Goalkeeper,Brazil
1837,18761,Diogo Silva,Goalkeeper,Brazil
1837,45089,Matheus Cabral,Goalkeeper,Brazil
1837,1107,Samuel Xavier,Defender,Brazil
1837,1673,Thiago Carleto,Defender,Brazil
1837,1698,Valdo,Defender,Brazil
1837,1700,Luiz Otávio,Defender,Brazil
1837,1708,Tiago Alves,Defender,Brazil
1837,13073,João Lucas,Defender,Brazil
1837,13405,Brock,Defender,Brazil
1837,30396,Auremir,Defender,Brazil
1837,43966,Charles,Defender,Brazil
1837,103162,Cristovam,Defender,Brazil
1837,1155,Vinícius Moreira,Midfielder,Brazil
1837,1484,Thiago Galhardo,Midfielder,Brazil
1837,1576,Fabinho,Midfielder,Brazil
1837,1712,Ricardinho,Midfielder,Brazil
1837,1713,Pedro Ken,Midfielder,Brazil
1837,13851,Fernando Sobral,Midfielder,Brazil
1837,13858,William Oliveira,Midfielder,Brazil
1837,44991,Matheus Lira,Midfielder,Brazil
1837,48747,Felipe Silva,Midfielder,Brazil
1837,103163,Chico,Midfielder,Brazil
1837,128785,Rafael Carvalheira,Midfielder,Brazil
1837,131129,Jadson,Midfielder,Brazil
1837,1228,Leandro Carvalho,Attacker,Brazil
1837,1691,Bergson,Attacker,Brazil
1837,1727,Wescley,Attacker,Brazil
1837,1729,Romário,Attacker,Brazil
1837,12647,Felippe Cardoso,Attacker,Brazil
1837,12912,João Paulo,Attacker,Brazil
1837,15462,Juninho Quixadá,Attacker,Brazil
1837,39605,Mateus Gonçalves,Attacker,Brazil
1837,103164,Rick,Attacker,Brazil
1837,11142,Enderson Moreira,None,Brazil
3984,1665,Felipe Alves,Goalkeeper,Brazil
